"";"�..Sigla";"Código";"Munic�.pio";"Renda...rendimentos.do.trabalho..2000."
"4693";"SC";4217006;"São Ludgero";80198
"4694";"SC";4217105;"São Martinho";7237
"4695";"SC";4217154;"São Miguel da Boa Vista";728
"4696";"SC";4217204;"São Miguel do Oeste";80251
"4697";"SC";4217253;"São Pedro de Alcântara";68656
"4698";"SC";4217303;"Saudades";80705
"4699";"SC";4217402;"Schroeder";77851
"4700";"SC";4217501;"Seara";81148
"4701";"SC";4217550;"Serra Alta";76876
"4702";"SC";4217600;"Siderópolis";70093
"4703";"SC";4217709;"Sombrio";71633
"4704";"SC";4217758;"Sul Brasil";71128
"4705";"SC";4217808;"Taió";70929
"4706";"SC";4217907;"Tangará";77477
"4707";"SC";4217956;"Tigrinhos";72431
"4708";"SC";4218004;"Tijucas";68415
"4709";"SC";4218103;"Timbé do Sul";75754
"4710";"SC";4218202;"Timbó";74922
"4711";"SC";4218251;"Timbó Grande";65822
"4712";"SC";4218301;"Três Barras";71175
"4713";"SC";4218350;"Treviso";72062
"4714";"SC";4218400;"Treze de Maio";77195
"4715";"SC";4218509;"Treze Tílias";74433
"4716";"SC";4218608;"Trombudo Central";74241
"4717";"SC";4218707;"Tubarão";73426
"4718";"SC";4218756;"Tunápolis";81173
"4719";"SC";4218806;"Turvo";75661
"4720";"SC";4218855;"União do Oeste";734
"4721";"SC";4218905;"Urubici";69405
"4722";"SC";4218954;"Urupema";70015
"4723";"SC";4219002;"Urussanga";68836
"4724";"SC";4219101;"Vargeão";74983
"4725";"SC";4219150;"Vargem";703
"4726";"SC";4219176;"Vargem Bonita";73352
"4727";"SC";4219200;"Vidal Ramos";79953
"4728";"SC";4219309;"Videira";7581
"4729";"SC";4219358;"Vitor Meireles";73763
"4730";"SC";4219408;"Witmarsum";75883
"4731";"SC";4219507;"Xanxerê";73053
"4732";"SC";4219606;"Xavantina";79518
"4733";"SC";4219705;"Xaxim";76306
"4734";"SC";4219853;"Zortéa";71035
"4735";"SC";4220000;"Balneário Rincão";NA
"4736";"SC";4299919;"São Miguel";NA
"4737";"SE";2800100;"Amparo de São Francisco";58773
"4738";"SE";2800209;"Aquidabã";68997
"4739";"SE";2800308;"Aracaju";65956
"4740";"SE";2800407;"Arauá";64459
"4741";"SE";2800506;"Areia Branca";72102
"4742";"SE";2800605;"Barra dos Coqueiros";56938
"4743";"SE";2800670;"Boquim";66819
"4744";"SE";2800704;"Brejo Grande";59417
"4745";"SE";2801009;"Campo do Brito";61505
"4746";"SE";2801108;"Canhoba";62292
"4747";"SE";2801207;"Canindé de São Francisco";61084
"4748";"SE";2801306;"Capela";5684
"4749";"SE";2801405;"Carira";59072
"4750";"SE";2801504;"Carmópolis";62768
"4751";"SE";2801603;"Cedro de São João";61424
"4752";"SE";2801702;"Cristinápolis";75996
"4753";"SE";2801900;"Cumbe";65321
"4754";"SE";2802007;"Divina Pastora";68358
"4755";"SE";2802106;"Estância";63769
"4756";"SE";2802205;"Feira Nova";61072
"4757";"SE";2802304;"Frei Paulo";69741
"4758";"SE";2802403;"Gararu";51233
"4759";"SE";2802502;"General Maynard";57969
"4760";"SE";2802601;"Gracho Cardoso";63168
"4761";"SE";2802700;"Ilha das Flores";60162
"4762";"SE";2802809;"Indiaroba";64226
"4763";"SE";2802908;"Itabaiana";73595
"4764";"SE";2803005;"Itabaianinha";71012
"4765";"SE";2803104;"Itabi";61249
"4766";"SE";2803203;"Itaporanga d'Ajuda";64204
"4767";"SE";2803302;"Japaratuba";66969
"4768";"SE";2803401;"Japoatã";68062
"4769";"SE";2803500;"Lagarto";66361
"4770";"SE";2803609;"Laranjeiras";64317
"4771";"SE";2803708;"Macambira";58771
"4772";"SE";2803807;"Malhada dos Bois";6528
"4773";"SE";2803906;"Malhador";68228
"4774";"SE";2804003;"Maruim";56263
"4775";"SE";2804102;"Moita Bonita";57444
"4776";"SE";2804201;"Monte Alegre de Sergipe";65884
"4777";"SE";2804300;"Muribeca";65542
"4778";"SE";2804409;"Neópolis";56224
"4779";"SE";2804458;"Nossa Senhora Aparecida";58676
"4780";"SE";2804508;"Nossa Senhora da Glória";60428
"4781";"SE";2804607;"Nossa Senhora das Dores";66237
"4782";"SE";2804706;"Nossa Senhora de Lourdes";63645
"4783";"SE";2804805;"Nossa Senhora do Socorro";6904
"4784";"SE";2804904;"Pacatuba";50125
"4785";"SE";2805000;"Pedra Mole";61651
"4786";"SE";2805109;"Pedrinhas";70553
"4787";"SE";2805208;"Pinhão";62552
"4788";"SE";2805307;"Pirambu";68148
"4789";"SE";2805406;"Poço Redondo";35451
"4790";"SE";2805505;"Poço Verde";61344
"4791";"SE";2805604;"Porto da Folha";50506
"4792";"SE";2805703;"Propriá";62487
"4793";"SE";2805802;"Riachão do Dantas";57133
"4794";"SE";2805901;"Riachuelo";59663
"4795";"SE";2806008;"Ribeirópolis";69337
"4796";"SE";2806107;"Rosário do Catete";62595
"4797";"SE";2806206;"Salgado";66101
"4798";"SE";2806305;"Santa Luzia do Itanhy";64122
"4799";"SE";2806404;"Santana do São Francisco";65586
"4800";"SE";2806503;"Santa Rosa de Lima";68644
"4801";"SE";2806602;"Santo Amaro das Brotas";61712
"4802";"SE";2806701;"São Cristóvão";63422
"4803";"SE";2806800;"São Domingos";65093
"4804";"SE";2806909;"São Francisco";71872
"4805";"SE";2807006;"São Miguel do Aleixo";65766
"4806";"SE";2807105;"Simão Dias";63723
"4807";"SE";2807204;"Siriri";60438
"4808";"SE";2807303;"Telha";61453
"4809";"SE";2807402;"Tobias Barreto";61798
"4810";"SE";2807501;"Tomar do Geru";66683
"4811";"SE";2807600;"Umbaúba";6996
"4812";"SP";3500105;"Adamantina";68698
"4813";"SP";3500204;"Adolfo";77225
"4814";"SP";3500303;"Aguaí";73754
"4815";"SP";3500402;"Águas da Prata";71148
"4816";"SP";3500501;"Águas de Lindóia";72696
"4817";"SP";3500550;"Águas de Santa Bárbara";71918
"4818";"SP";3500600;"Águas de São Pedro";69067
"4819";"SP";3500709;"Agudos";7011
"4820";"SP";3500758;"Alambari";68917
"4821";"SP";3500808;"Alfredo Marcondes";67727
"4822";"SP";3500907;"Altair";76386
"4823";"SP";3501004;"Altinópolis";82086
"4824";"SP";3501103;"Alto Alegre";71524
"4825";"SP";3501152;"Alumínio";68715
"4826";"SP";3501202;"Álvares Florence";72535
"4827";"SP";3501301;"Álvares Machado";70544
"4828";"SP";3501400;"Álvaro de Carvalho";72692
"4829";"SP";3501509;"Alvinlândia";73077
"4830";"SP";3501608;"Americana";74377
"4831";"SP";3501707;"Américo Brasiliense";75099
"4832";"SP";3501806;"Américo de Campos";72597
"4833";"SP";3501905;"Amparo";72527
"4834";"SP";3502002;"Analândia";76173
"4835";"SP";3502101;"Andradina";68736
"4836";"SP";3502200;"Angatuba";71931
"4837";"SP";3502309;"Anhembi";70816
"4838";"SP";3502408;"Anhumas";71606
"4839";"SP";3502507;"Aparecida";7064
"4840";"SP";3502606;"Aparecida d'Oeste";71883
"4841";"SP";3502705;"Apiaí";65439
"4842";"SP";3502754;"Araçariguama";75414
"4843";"SP";3502804;"Araçatuba";7404
"4844";"SP";3502903;"Araçoiaba da Serra";67068
"4845";"SP";3503000;"Aramina";75021
"4846";"SP";3503109;"Arandu";7412
"4847";"SP";3503158;"Arapeí";73869
"4848";"SP";3503208;"Araraquara";70382
"4849";"SP";3503307;"Araras";75264
"4850";"SP";3503356;"Arco-Íris";73395
"4851";"SP";3503406;"Arealva";73087
"4852";"SP";3503505;"Areias";7187
"4853";"SP";3503604;"Areiópolis";75952
"4854";"SP";3503703;"Ariranha";77422
"4855";"SP";3503802;"Artur Nogueira";73236
"4856";"SP";3503901;"Arujá";71682
"4857";"SP";3503950;"Aspásia";7009
"4858";"SP";3504008;"Assis";71342
"4859";"SP";3504107;"Atibaia";73543
"4860";"SP";3504206;"Auriflama";76702
"4861";"SP";3504305;"Avaí";72513
"4862";"SP";3504404;"Avanhandava";73833
"4863";"SP";3504503;"Avaré";72168
"4864";"SP";3504602;"Bady Bassitt";74873
"4865";"SP";3504701;"Balbinos";70067
"4866";"SP";3504800;"Bálsamo";7455
"4867";"SP";3504909;"Bananal";74854
"4868";"SP";3505005;"Barão de Antonina";65698
"4869";"SP";3505104;"Barbosa";75695
"4870";"SP";3505203;"Bariri";75698
"4871";"SP";3505302;"Barra Bonita";75481
"4872";"SP";3505351;"Barra do Chapéu";5986
"4873";"SP";3505401;"Barra do Turvo";46978
"4874";"SP";3505500;"Barretos";73259
"4875";"SP";3505609;"Barrinha";76175
"4876";"SP";3505708;"Barueri";73696
"4877";"SP";3505807;"Bastos";74805
"4878";"SP";3505906;"Batatais";7732
"4879";"SP";3506003;"Bauru";71536
"4880";"SP";3506102;"Bebedouro";75959
"4881";"SP";3506201;"Bento de Abreu";75453
"4882";"SP";3506300;"Bernardino de Campos";67572
"4883";"SP";3506359;"Bertioga";79026
"4884";"SP";3506409;"Bilac";74705
"4885";"SP";3506508;"Birigui";76551
"4886";"SP";3506607;"Biritiba-Mirim";64371
"4887";"SP";3506706;"Boa Esperança do Sul";75567
"4888";"SP";3506805;"Bocaina";77895
"4889";"SP";3506904;"Bofete";71313
"4890";"SP";3507001;"Boituva";7539
"4891";"SP";3507100;"Bom Jesus dos Perdões";77166
"4892";"SP";3507159;"Bom Sucesso de Itararé";69047
"4893";"SP";3507209;"Borá";72369
"4894";"SP";3507308;"Boracéia";78822
"4895";"SP";3507407;"Borborema";71825
"4896";"SP";3507456;"Borebi";75425
"4897";"SP";3507506;"Botucatu";69175
"4898";"SP";3507605;"Bragança Paulista";69933
"4899";"SP";3507704;"Braúna";74819
"4900";"SP";3507753;"Brejo Alegre";71191
"4901";"SP";3507803;"Brodowski";8294
"4902";"SP";3507902;"Brotas";77559
"4903";"SP";3508009;"Buri";71816
"4904";"SP";3508108;"Buritama";71354
"4905";"SP";3508207;"Buritizal";72369
"4906";"SP";3508306;"Cabrália Paulista";77299
"4907";"SP";3508405;"Cabreúva";79571
"4908";"SP";3508504;"Caçapava";68943
"4909";"SP";3508603;"Cachoeira Paulista";64733
"4910";"SP";3508702;"Caconde";72361
"4911";"SP";3508801;"Cafelândia";73451
"4912";"SP";3508900;"Caiabu";69398
"4913";"SP";3509007;"Caieiras";72592
"4914";"SP";3509106;"Caiuá";70085
"4915";"SP";3509205;"Cajamar";69836
"4916";"SP";3509254;"Cajati";61753
"4917";"SP";3509304;"Cajobi";72735
"4918";"SP";3509403;"Cajuru";73799
"4919";"SP";3509452;"Campina do Monte Alegre";70672
"4920";"SP";3509502;"Campinas";71609
"4921";"SP";3509601;"Campo Limpo Paulista";71752
"4922";"SP";3509700;"Campos do Jordão";75868
"4923";"SP";3509809;"Campos Novos Paulista";71683
"4924";"SP";3509908;"Cananéia";74513
"4925";"SP";3509957;"Canas";71222
"4926";"SP";3510005;"Cândido Mota";71981
"4927";"SP";3510104;"Cândido Rodrigues";75218
"4928";"SP";3510153;"Canitar";77532
"4929";"SP";3510203;"Capão Bonito";67551
"4930";"SP";3510302;"Capela do Alto";72734
"4931";"SP";3510401;"Capivari";73892
"4932";"SP";3510500;"Caraguatatuba";72882
"4933";"SP";3510609;"Carapicuíba";70793
"4934";"SP";3510708;"Cardoso";70704
"4935";"SP";3510807;"Casa Branca";72757
"4936";"SP";3510906;"Cássia dos Coqueiros";77426
"4937";"SP";3511003;"Castilho";68787
"4938";"SP";3511102;"Catanduva";70223
"4939";"SP";3511201;"Catiguá";7595
"4940";"SP";3511300;"Cedral";70489
"4941";"SP";3511409;"Cerqueira César";77745
"4942";"SP";3511508;"Cerquilho";75018
"4943";"SP";3511607;"Cesário Lange";71824
"4944";"SP";3511706;"Charqueada";77136
"4945";"SP";3511904;"Clementina";7625
"4946";"SP";3512001;"Colina";73324
"4947";"SP";3512100;"Colômbia";74417
"4948";"SP";3512209;"Conchal";77815
"4949";"SP";3512308;"Conchas";728
"4950";"SP";3512407;"Cordeirópolis";72836
"4951";"SP";3512506;"Coroados";75577
"4952";"SP";3512605;"Coronel Macedo";72581
"4953";"SP";3512704;"Corumbataí";77823
"4954";"SP";3512803;"Cosmópolis";70765
"4955";"SP";3512902;"Cosmorama";74067
"4956";"SP";3513009;"Cotia";71913
"4957";"SP";3513108;"Cravinhos";75242
"4958";"SP";3513207;"Cristais Paulista";78633
"4959";"SP";3513306;"Cruzália";71936
"4960";"SP";3513405;"Cruzeiro";65459
"4961";"SP";3513504;"Cubatão";688
"4962";"SP";3513603;"Cunha";75492
"4963";"SP";3513702;"Descalvado";69832
"4964";"SP";3513801;"Diadema";71458
"4965";"SP";3513850;"Dirce Reis";71477
"4966";"SP";3513900;"Divinolândia";80964
"4967";"SP";3514007;"Dobrada";72898
"4968";"SP";3514106;"Dois Córregos";74987
"4969";"SP";3514205;"Dolcinópolis";71735
"4970";"SP";3514304;"Dourado";74663
"4971";"SP";3514403;"Dracena";65514
"4972";"SP";3514502;"Duartina";6866
"4973";"SP";3514601;"Dumont";7671
"4974";"SP";3514700;"Echaporã";76422
"4975";"SP";3514809;"Eldorado";64544
"4976";"SP";3514908;"Elias Fausto";73382
"4977";"SP";3514924;"Elisiário";74867
"4978";"SP";3514957;"Embaúba";70418
"4979";"SP";3515004;"Embu";67572
"4980";"SP";3515103;"Embu-Guaçu";67546
"4981";"SP";3515129;"Emilianópolis";72769
"4982";"SP";3515152;"Engenheiro Coelho";75844
"4983";"SP";3515186;"Espírito Santo do Pinhal";75944
"4984";"SP";3515194;"Espírito Santo do Turvo";75844
"4985";"SP";3515202;"Estrela d'Oeste";76571
"4986";"SP";3515301;"Estrela do Norte";7204
"4987";"SP";3515350;"Euclides da Cunha Paulista";65683
"4988";"SP";3515400;"Fartura";66514
"4989";"SP";3515509;"Fernandópolis";75056
"4990";"SP";3515608;"Fernando Prestes";76298
"4991";"SP";3515657;"Fernão";71696
"4992";"SP";3515707;"Ferraz de Vasconcelos";74674
"4993";"SP";3515806;"Flora Rica";70689
"4994";"SP";3515905;"Floreal";75056
"4995";"SP";3516002;"Flórida Paulista";67251
"4996";"SP";3516101;"Florínia";66084
"4997";"SP";3516200;"Franca";79273
"4998";"SP";3516309;"Francisco Morato";73118
"4999";"SP";3516408;"Franco da Rocha";70686
"5000";"SP";3516507;"Gabriel Monteiro";72575
"5001";"SP";3516606;"Gália";72846
"5002";"SP";3516705;"Garça";70213
"5003";"SP";3516804;"Gastão Vidigal";75289
"5004";"SP";3516853;"Gavião Peixoto";77623
"5005";"SP";3516903;"General Salgado";7162
"5006";"SP";3517000;"Getulina";71525
"5007";"SP";3517109;"Glicério";75157
"5008";"SP";3517208;"Guaiçara";74099
"5009";"SP";3517307;"Guaimbê";73066
"5010";"SP";3517406;"Guaíra";76471
"5011";"SP";3517505;"Guapiaçu";78178
"5012";"SP";3517604;"Guapiara";53214
"5013";"SP";3517703;"Guará";70612
"5014";"SP";3517802;"Guaraçaí";73662
"5015";"SP";3517901;"Guaraci";74693
"5016";"SP";3518008;"Guarani d'Oeste";72337
"5017";"SP";3518107;"Guarantã";73113
"5018";"SP";3518206;"Guararapes";72226
"5019";"SP";3518305;"Guararema";741
"5020";"SP";3518404;"Guaratinguetá";69681
"5021";"SP";3518503;"Guareí";70913
"5022";"SP";3518602;"Guariba";73152
"5023";"SP";3518701;"Guarujá";73797
"5024";"SP";3518800;"Guarulhos";73589
"5025";"SP";3518859;"Guatapará";71537
"5026";"SP";3518909;"Guzolândia";75193
"5027";"SP";3519006;"Herculândia";7061
"5028";"SP";3519055;"Holambra";78758
"5029";"SP";3519071;"Hortolândia";73096
"5030";"SP";3519105;"Iacanga";73024
"5031";"SP";3519204;"Iacri";6752
"5032";"SP";3519253;"Iaras";699
"5033";"SP";3519303;"Ibaté";75774
"5034";"SP";3519402;"Ibirá";72588
"5035";"SP";3519501;"Ibirarema";71247
"5036";"SP";3519600;"Ibitinga";74229
"5037";"SP";3519709;"Ibiúna";68634
"5038";"SP";3519808;"Icém";74439
"5039";"SP";3519907;"Iepê";6843
"5040";"SP";3520004;"Igaraçu do Tietê";75825
"5041";"SP";3520103;"Igarapava";73707
"5042";"SP";3520202;"Igaratá";73781
"5043";"SP";3520301;"Iguape";64955
"5044";"SP";3520400;"Ilhabela";74718
"5045";"SP";3520426;"Ilha Comprida";60069
"5046";"SP";3520442;"Ilha Solteira";65271
"5047";"SP";3520509;"Indaiatuba";73279
"5048";"SP";3520608;"Indiana";70532
"5049";"SP";3520707;"Indiaporã";73742
"5050";"SP";3520806;"Inúbia Paulista";6965
"5051";"SP";3520905;"Ipaussu";72612
"5052";"SP";3521002;"Iperó";67003
"5053";"SP";3521101;"Ipeúna";78479
"5054";"SP";3521150;"Ipiguá";77193
"5055";"SP";3521200;"Iporanga";5957
"5056";"SP";3521309;"Ipuã";7625
"5057";"SP";3521408;"Iracemápolis";74127
"5058";"SP";3521507;"Irapuã";78982
"5059";"SP";3521606;"Irapuru";68416
"5060";"SP";3521705;"Itaberá";68835
"5061";"SP";3521804;"Itaí";71319
"5062";"SP";3521903;"Itajobi";77353
"5063";"SP";3522000;"Itaju";73932
"5064";"SP";3522109;"Itanhaém";67695
"5065";"SP";3522158;"Itaóca";52452
"5066";"SP";3522208;"Itapecerica da Serra";6935
"5067";"SP";3522307;"Itapetininga";69245
"5068";"SP";3522406;"Itapeva";70853
"5069";"SP";3522505;"Itapevi";73812
"5070";"SP";3522604;"Itapira";74117
"5071";"SP";3522653;"Itapirapuã Paulista";56161
"5072";"SP";3522703;"Itápolis";72946
"5073";"SP";3522802;"Itaporanga";66312
"5074";"SP";3522901;"Itapuí";75061
"5075";"SP";3523008;"Itapura";65902
"5076";"SP";3523107;"Itaquaquecetuba";7181
"5077";"SP";3523206;"Itararé";67039
"5078";"SP";3523305;"Itariri";63296
"5079";"SP";3523404;"Itatiba";75995
"5080";"SP";3523503;"Itatinga";80588
"5081";"SP";3523602;"Itirapina";77707
"5082";"SP";3523701;"Itirapuã";78322
"5083";"SP";3523800;"Itobi";7878
"5084";"SP";3523909;"Itu";74017
"5085";"SP";3524006;"Itupeva";77117
"5086";"SP";3524105;"Ituverava";72513
"5087";"SP";3524204;"Jaborandi";7335
"5088";"SP";3524303;"Jaboticabal";74179
"5089";"SP";3524402;"Jacareí";70183
"5090";"SP";3524501;"Jaci";79136
"5091";"SP";3524600;"Jacupiranga";70418
"5092";"SP";3524709;"Jaguariúna";73851
"5093";"SP";3524808;"Jales";74596
"5094";"SP";3524907;"Jambeiro";74583
"5095";"SP";3525003;"Jandira";78393
"5096";"SP";3525102;"Jardinópolis";77867
"5097";"SP";3525201;"Jarinu";67533
"5098";"SP";3525300;"Jaú";7546
"5099";"SP";3525409;"Jeriquara";80486
"5100";"SP";3525508;"Joanópolis";72609
"5101";"SP";3525607;"João Ramalho";73665
"5102";"SP";3525706;"José Bonifácio";73451
"5103";"SP";3525805;"Júlio Mesquita";71205
"5104";"SP";3525854;"Jumirim";76828
"5105";"SP";3525904;"Jundiaí";69449
"5106";"SP";3526001;"Junqueirópolis";66977
"5107";"SP";3526100;"Juquiá";63856
"5108";"SP";3526209;"Juquitiba";6782
"5109";"SP";3526308;"Lagoinha";69622
"5110";"SP";3526407;"Laranjal Paulista";72708
"5111";"SP";3526506;"Lavínia";72145
"5112";"SP";3526605;"Lavrinhas";73301
"5113";"SP";3526704;"Leme";76206
"5114";"SP";3526803;"Lençóis Paulista";72552
"5115";"SP";3526902;"Limeira";72861
"5116";"SP";3527009;"Lindóia";73639
"5117";"SP";3527108;"Lins";70702
"5118";"SP";3527207;"Lorena";66425
"5119";"SP";3527256;"Lourdes";73039
"5120";"SP";3527306;"Louveira";78433
"5121";"SP";3527405;"Lucélia";66148
"5122";"SP";3527504;"Lucianópolis";73111
"5123";"SP";3527603;"Luís Antônio";77771
"5124";"SP";3527702;"Luiziânia";74209
"5125";"SP";3527801;"Lupércio";74925
"5126";"SP";3527900;"Lutécia";72081
"5127";"SP";3528007;"Macatuba";75686
"5128";"SP";3528106;"Macaubal";75461
"5129";"SP";3528205;"Macedônia";75284
"5130";"SP";3528304;"Magda";74201
"5131";"SP";3528403;"Mairinque";68843
"5132";"SP";3528502;"Mairiporã";7345
"5133";"SP";3528601;"Manduri";66831
"5134";"SP";3528700;"Marabá Paulista";6871
"5135";"SP";3528809;"Maracaí";74663
"5136";"SP";3528858;"Marapoama";79614
"5137";"SP";3528908;"Mariápolis";6962
"5138";"SP";3529005;"Marília";73476
"5139";"SP";3529104;"Marinópolis";71453
"5140";"SP";3529203;"Martinópolis";71612
"5141";"SP";3529302;"Matão";70529
"5142";"SP";3529401;"Mauá";70744
"5143";"SP";3529500;"Mendonça";70778
"5144";"SP";3529609;"Meridiano";73517
"5145";"SP";3529658;"Mesópolis";71476
"5146";"SP";3529708;"Miguelópolis";7049
"5147";"SP";3529807;"Mineiros do Tietê";7928
"5148";"SP";3529906;"Miracatu";76979
"5149";"SP";3530003;"Mira Estrela";74114
"5150";"SP";3530102;"Mirandópolis";73397
"5151";"SP";3530201;"Mirante do Paranapanema";73692
"5152";"SP";3530300;"Mirassol";75003
"5153";"SP";3530409;"Mirassolândia";73725
"5154";"SP";3530508;"Mococa";7431
"5155";"SP";3530607;"Moji das Cruzes";70715
"5156";"SP";3530706;"Mogi Guaçu";72674
"5157";"SP";3530805;"Moji-Mirim";73174
"5158";"SP";3530904;"Mombuca";77092
"5159";"SP";3531001;"Monções";74992
"5160";"SP";3531100;"Mongaguá";61126
"5161";"SP";3531209;"Monte Alegre do Sul";75494
"5162";"SP";3531308;"Monte Alto";73426
"5163";"SP";3531407;"Monte Aprazível";74563
"5164";"SP";3531506;"Monte Azul Paulista";77977
"5165";"SP";3531605;"Monte Castelo";69702
"5166";"SP";3531704;"Monteiro Lobato";70983
"5167";"SP";3531803;"Monte Mor";72018
"5168";"SP";3531902;"Morro Agudo";77255
"5169";"SP";3532009;"Morungaba";79219
"5170";"SP";3532058;"Motuca";73877
"5171";"SP";3532108;"Murutinga do Sul";67806
"5172";"SP";3532157;"Nantes";75757
"5173";"SP";3532207;"Narandiba";70917
"5174";"SP";3532306;"Natividade da Serra";70179
"5175";"SP";3532405;"Nazaré Paulista";70033
"5176";"SP";3532504;"Neves Paulista";77286
"5177";"SP";3532603;"Nhandeara";71616
"5178";"SP";3532702;"Nipoã";78366
"5179";"SP";3532801;"Nova Aliança";759
"5180";"SP";3532827;"Nova Campina";64753
"5181";"SP";3532843;"Nova Canaã Paulista";71007
"5182";"SP";3532868;"Nova Castilho";739
"5183";"SP";3532900;"Nova Europa";76991
"5184";"SP";3533007;"Nova Granada";74189
"5185";"SP";3533106;"Nova Guataporanga";69899
"5186";"SP";3533205;"Nova Independência";6771
"5187";"SP";3533254;"Novais";70963
"5188";"SP";3533304;"Nova Luzitânia";73562
"5189";"SP";3533403;"Nova Odessa";74217
"5190";"SP";3533502;"Novo Horizonte";76772
"5191";"SP";3533601;"Nuporanga";77024
"5192";"SP";3533700;"Ocauçu";76881
"5193";"SP";3533809;"Óleo";72574
"5194";"SP";3533908;"Olímpia";73652
"5195";"SP";3534005;"Onda Verde";75767
"5196";"SP";3534104;"Oriente";67679
"5197";"SP";3534203;"Orindiúva";79051
"5198";"SP";3534302;"Orlândia";72869
"5199";"SP";3534401;"Osasco";7282
"5200";"SP";3534500;"Oscar Bressane";71762
"5201";"SP";3534609;"Osvaldo Cruz";71193
"5202";"SP";3534708;"Ourinhos";71728
"5203";"SP";3534757;"Ouroeste";71131
"5204";"SP";3534807;"Ouro Verde";71322
"5205";"SP";3534906;"Pacaembu";69438
"5206";"SP";3535002;"Palestina";74218
"5207";"SP";3535101;"Palmares Paulista";7523
"5208";"SP";3535200;"Palmeira d'Oeste";7212
"5209";"SP";3535309;"Palmital";68337
"5210";"SP";3535408;"Panorama";73156
"5211";"SP";3535507;"Paraguaçu Paulista";673
"5212";"SP";3535606;"Paraibuna";72991
"5213";"SP";3535705;"Paraíso";74978
"5214";"SP";3535804;"Paranapanema";7516
"5215";"SP";3535903;"Paranapuã";7378
"5216";"SP";3536000;"Parapuã";72337
"5217";"SP";3536109;"Pardinho";78137
"5218";"SP";3536208;"Pariquera-Açu";67724
"5219";"SP";3536257;"Parisi";72985
"5220";"SP";3536307;"Patrocínio Paulista";79625
"5221";"SP";3536406;"Paulicéia";70178
"5222";"SP";3536505;"Paulínia";73319
"5223";"SP";3536570;"Paulistânia";72009
"5224";"SP";3536604;"Paulo de Faria";7431
