"";"�..Sigla";"Código";"Munic�.pio";"Renda...rendimentos.do.trabalho..2000."
"4105";"RS";4308003;"Faxinal do Soturno";67157
"4106";"RS";4308052;"Faxinalzinho";71127
"4107";"RS";4308078;"Fazenda Vilanova";70689
"4108";"RS";4308102;"Feliz";74043
"4109";"RS";4308201;"Flores da Cunha";82141
"4110";"RS";4308250;"Floriano Peixoto";7257
"4111";"RS";4308300;"Fontoura Xavier";66956
"4112";"RS";4308409;"Formigueiro";59772
"4113";"RS";4308433;"Forquetinha";NA
"4114";"RS";4308458;"Fortaleza dos Valos";71322
"4115";"RS";4308508;"Frederico Westphalen";73119
"4116";"RS";4308607;"Garibaldi";76259
"4117";"RS";4308656;"Garruchos";69357
"4118";"RS";4308706;"Gaurama";73636
"4119";"RS";4308805;"General Câmara";55921
"4120";"RS";4308854;"Gentil";7233
"4121";"RS";4308904;"Getúlio Vargas";71506
"4122";"RS";4309001;"Giruá";68544
"4123";"RS";4309050;"Glorinha";71178
"4124";"RS";4309100;"Gramado";77674
"4125";"RS";4309126;"Gramado dos Loureiros";69671
"4126";"RS";4309159;"Gramado Xavier";72958
"4127";"RS";4309209;"Gravataí";74385
"4128";"RS";4309258;"Guabiju";74669
"4129";"RS";4309308;"Guaíba";71718
"4130";"RS";4309407;"Guaporé";70095
"4131";"RS";4309506;"Guarani das Missões";7228
"4132";"RS";4309555;"Harmonia";7778
"4133";"RS";4309571;"Herveiras";71242
"4134";"RS";4309605;"Horizontina";69264
"4135";"RS";4309654;"Hulha Negra";59165
"4136";"RS";4309704;"Humaitá";7361
"4137";"RS";4309753;"Ibarama";75496
"4138";"RS";4309803;"Ibiaçá";76035
"4139";"RS";4309902;"Ibiraiaras";78008
"4140";"RS";4309951;"Ibirapuitã";68455
"4141";"RS";4310009;"Ibirubá";7184
"4142";"RS";4310108;"Igrejinha";81154
"4143";"RS";4310207;"Ijuí";69134
"4144";"RS";4310306;"Ilópolis";71784
"4145";"RS";4310330;"Imbé";69303
"4146";"RS";4310363;"Imigrante";71104
"4147";"RS";4310405;"Independência";73367
"4148";"RS";4310413;"Inhacorá";68225
"4149";"RS";4310439;"Ipê";71827
"4150";"RS";4310462;"Ipiranga do Sul";77355
"4151";"RS";4310504;"Iraí";70834
"4152";"RS";4310538;"Itaara";67807
"4153";"RS";4310553;"Itacurubi";65073
"4154";"RS";4310579;"Itapuca";63644
"4155";"RS";4310603;"Itaqui";70272
"4156";"RS";4310652;"Itati";NA
"4157";"RS";4310702;"Itatiba do Sul";7542
"4158";"RS";4310751;"Ivorá";68321
"4159";"RS";4310801;"Ivoti";76216
"4160";"RS";4310850;"Jaboticaba";7129
"4161";"RS";4310876;"Jacuizinho";NA
"4162";"RS";4310900;"Jacutinga";7402
"4163";"RS";4311007;"Jaguarão";68814
"4164";"RS";4311106;"Jaguari";65963
"4165";"RS";4311122;"Jaquirana";67285
"4166";"RS";4311130;"Jari";68682
"4167";"RS";4311155;"Jóia";71461
"4168";"RS";4311205;"Júlio de Castilhos";7061
"4169";"RS";4311239;"Lagoa Bonita do Sul";NA
"4170";"RS";4311254;"Lagoão";64564
"4171";"RS";4311270;"Lagoa dos Três Cantos";71437
"4172";"RS";4311304;"Lagoa Vermelha";69673
"4173";"RS";4311403;"Lajeado";74644
"4174";"RS";4311429;"Lajeado do Bugre";64246
"4175";"RS";4311502;"Lavras do Sul";57214
"4176";"RS";4311601;"Liberato Salzano";75305
"4177";"RS";4311627;"Lindolfo Collor";77447
"4178";"RS";4311643;"Linha Nova";72222
"4179";"RS";4311700;"Machadinho";67272
"4180";"RS";4311718;"Maçambara";68305
"4181";"RS";4311734;"Mampituba";69669
"4182";"RS";4311759;"Manoel Viana";65018
"4183";"RS";4311775;"Maquiné";65248
"4184";"RS";4311791;"Maratá";73369
"4185";"RS";4311809;"Marau";76048
"4186";"RS";4311908;"Marcelino Ramos";7147
"4187";"RS";4311981;"Mariana Pimentel";67279
"4188";"RS";4312005;"Mariano Moro";76512
"4189";"RS";4312054;"Marques de Souza";71843
"4190";"RS";4312104;"Mata";68761
"4191";"RS";4312138;"Mato Castelhano";6931
"4192";"RS";4312153;"Mato Leitão";74448
"4193";"RS";4312179;"Mato Queimado";NA
"4194";"RS";4312203;"Maximiliano de Almeida";6925
"4195";"RS";4312252;"Minas do Leão";64809
"4196";"RS";4312302;"Miraguaí";6475
"4197";"RS";4312351;"Montauri";77597
"4198";"RS";4312377;"Monte Alegre dos Campos";6142
"4199";"RS";4312385;"Monte Belo do Sul";80091
"4200";"RS";4312401;"Montenegro";69412
"4201";"RS";4312427;"Mormaço";64871
"4202";"RS";4312443;"Morrinhos do Sul";72999
"4203";"RS";4312450;"Morro Redondo";60948
"4204";"RS";4312476;"Morro Reuter";77154
"4205";"RS";4312500;"Mostardas";70643
"4206";"RS";4312609;"Muçum";70802
"4207";"RS";4312617;"Muitos Capões";66018
"4208";"RS";4312625;"Muliterno";74205
"4209";"RS";4312658;"Não-Me-Toque";73537
"4210";"RS";4312674;"Nicolau Vergueiro";72575
"4211";"RS";4312708;"Nonoai";67243
"4212";"RS";4312757;"Nova Alvorada";75466
"4213";"RS";4312807;"Nova Araçá";7171
"4214";"RS";4312906;"Nova Bassano";80307
"4215";"RS";4312955;"Nova Boa Vista";76643
"4216";"RS";4313003;"Nova Bréscia";73205
"4217";"RS";4313011;"Nova Candelária";79243
"4218";"RS";4313037;"Nova Esperança do Sul";70532
"4219";"RS";4313060;"Nova Hartz";80212
"4220";"RS";4313086;"Nova Pádua";77824
"4221";"RS";4313102;"Nova Palma";63451
"4222";"RS";4313201;"Nova Petrópolis";74309
"4223";"RS";4313300;"Nova Prata";76785
"4224";"RS";4313334;"Nova Ramada";71058
"4225";"RS";4313359;"Nova Roma do Sul";77566
"4226";"RS";4313375;"Nova Santa Rita";7364
"4227";"RS";4313391;"Novo Cabrais";67839
"4228";"RS";4313409;"Novo Hamburgo";75951
"4229";"RS";4313425;"Novo Machado";71049
"4230";"RS";4313441;"Novo Tiradentes";71172
"4231";"RS";4313466;"Novo Xingu";NA
"4232";"RS";4313490;"Novo Barreiro";71997
"4233";"RS";4313508;"Osório";72202
"4234";"RS";4313607;"Paim Filho";7275
"4235";"RS";4313656;"Palmares do Sul";66143
"4236";"RS";4313706;"Palmeira das Missões";72339
"4237";"RS";4313805;"Palmitinho";74094
"4238";"RS";4313904;"Panambi";7425
"4239";"RS";4313953;"Pantano Grande";71597
"4240";"RS";4314001;"Paraí";79958
"4241";"RS";4314027;"Paraíso do Sul";68681
"4242";"RS";4314035;"Pareci Novo";74985
"4243";"RS";4314050;"Parobé";80308
"4244";"RS";4314068;"Passa Sete";72639
"4245";"RS";4314076;"Passo do Sobrado";71744
"4246";"RS";4314100;"Passo Fundo";70441
"4247";"RS";4314134;"Paulo Bento";NA
"4248";"RS";4314159;"Paverama";69479
"4249";"RS";4314175;"Pedras Altas";NA
"4250";"RS";4314209;"Pedro Osório";61103
"4251";"RS";4314308;"Pejuçara";74636
"4252";"RS";4314407;"Pelotas";65392
"4253";"RS";4314423;"Picada Café";78128
"4254";"RS";4314456;"Pinhal";72346
"4255";"RS";4314464;"Pinhal da Serra";NA
"4256";"RS";4314472;"Pinhal Grande";72048
"4257";"RS";4314498;"Pinheirinho do Vale";72233
"4258";"RS";4314506;"Pinheiro Machado";6447
"4259";"RS";4314548;"Pinto Bandeira";NA
"4260";"RS";4314555;"Pirapó";62485
"4261";"RS";4314605;"Piratini";5823
"4262";"RS";4314704;"Planalto";71594
"4263";"RS";4314753;"Poço das Antas";73715
"4264";"RS";4314779;"Pontão";75372
"4265";"RS";4314787;"Ponte Preta";77423
"4266";"RS";4314803;"Portão";74787
"4267";"RS";4314902;"Porto Alegre";68885
"4268";"RS";4315008;"Porto Lucena";67717
"4269";"RS";4315057;"Porto Mauá";71421
"4270";"RS";4315073;"Porto Vera Cruz";66934
"4271";"RS";4315107;"Porto Xavier";70891
"4272";"RS";4315131;"Pouso Novo";62907
"4273";"RS";4315149;"Presidente Lucena";77915
"4274";"RS";4315156;"Progresso";77591
"4275";"RS";4315172;"Protásio Alves";71561
"4276";"RS";4315206;"Putinga";64384
"4277";"RS";4315305;"Quaraí";72357
"4278";"RS";4315313;"Quatro Irmãos";NA
"4279";"RS";4315321;"Quevedos";68009
"4280";"RS";4315354;"Quinze de Novembro";76347
"4281";"RS";4315404;"Redentora";61461
"4282";"RS";4315453;"Relvado";71039
"4283";"RS";4315503;"Restinga Seca";67041
"4284";"RS";4315552;"Rio dos Índios";70908
"4285";"RS";4315602;"Rio Grande";62078
"4286";"RS";4315701;"Rio Pardo";65356
"4287";"RS";4315750;"Riozinho";7437
"4288";"RS";4315800;"Roca Sales";71303
"4289";"RS";4315909;"Rodeio Bonito";70393
"4290";"RS";4315958;"Rolador";NA
"4291";"RS";4316006;"Rolante";74336
"4292";"RS";4316105;"Ronda Alta";72665
"4293";"RS";4316204;"Rondinha";7261
"4294";"RS";4316303;"Roque Gonzales";633
"4295";"RS";4316402;"Rosário do Sul";67258
"4296";"RS";4316428;"Sagrada Família";67625
"4297";"RS";4316436;"Saldanha Marinho";74247
"4298";"RS";4316451;"Salto do Jacuí";72947
"4299";"RS";4316477;"Salvador das Missões";76734
"4300";"RS";4316501;"Salvador do Sul";74897
"4301";"RS";4316600;"Sananduva";74166
"4302";"RS";4316709;"Santa Bárbara do Sul";73658
"4303";"RS";4316733;"Santa Cecília do Sul";NA
"4304";"RS";4316758;"Santa Clara do Sul";78559
"4305";"RS";4316808;"Santa Cruz do Sul";7006
"4306";"RS";4316907;"Santa Maria";68031
"4307";"RS";4316956;"Santa Maria do Herval";77851
"4308";"RS";4316972;"Santa Margarida do Sul";NA
"4309";"RS";4317004;"Santana da Boa Vista";45533
"4310";"RS";4317103;"Santana do Livramento";72533
"4311";"RS";4317202;"Santa Rosa";71282
"4312";"RS";4317251;"Santa Tereza";73398
"4313";"RS";4317301;"Santa Vitória do Palmar";72677
"4314";"RS";4317400;"Santiago";70057
"4315";"RS";4317509;"Santo Ângelo";68041
"4316";"RS";4317558;"Santo Antônio do Palma";74994
"4317";"RS";4317608;"Santo Antônio da Patrulha";68006
"4318";"RS";4317707;"Santo Antônio das Missões";63586
"4319";"RS";4317756;"Santo Antônio do Planalto";74212
"4320";"RS";4317806;"Santo Augusto";71719
"4321";"RS";4317905;"Santo Cristo";74056
"4322";"RS";4317954;"Santo Expedito do Sul";67366
"4323";"RS";4318002;"São Borja";68833
"4324";"RS";4318051;"São Domingos do Sul";71834
"4325";"RS";4318101;"São Francisco de Assis";659
"4326";"RS";4318200;"São Francisco de Paula";66046
"4327";"RS";4318309;"São Gabriel";66687
"4328";"RS";4318408;"São Jerônimo";6379
"4329";"RS";4318424;"São João da Urtiga";73634
"4330";"RS";4318432;"São João do Polêsine";68029
"4331";"RS";4318440;"São Jorge";74853
"4332";"RS";4318457;"São José das Missões";70657
"4333";"RS";4318465;"São José do Herval";6436
"4334";"RS";4318481;"São José do Hortêncio";77618
"4335";"RS";4318499;"São José do Inhacorá";77391
"4336";"RS";4318507;"São José do Norte";57117
"4337";"RS";4318606;"São José do Ouro";64728
"4338";"RS";4318614;"São José do Sul";NA
"4339";"RS";4318622;"São José dos Ausentes";71227
"4340";"RS";4318705;"São Leopoldo";74347
"4341";"RS";4318804;"São Lourenço do Sul";67559
"4342";"RS";4318903;"São Luiz Gonzaga";67853
"4343";"RS";4319000;"São Marcos";78621
"4344";"RS";4319109;"São Martinho";71376
"4345";"RS";4319125;"São Martinho da Serra";60502
"4346";"RS";4319158;"São Miguel das Missões";70875
"4347";"RS";4319208;"São Nicolau";60715
"4348";"RS";4319307;"São Paulo das Missões";72823
"4349";"RS";4319356;"São Pedro da Serra";75041
"4350";"RS";4319364;"São Pedro das Missões";NA
"4351";"RS";4319372;"São Pedro do Butiá";76295
"4352";"RS";4319406;"São Pedro do Sul";64224
"4353";"RS";4319505;"São Sebastião do Caí";67998
"4354";"RS";4319604;"São Sepé";65274
"4355";"RS";4319703;"São Valentim";73835
"4356";"RS";4319711;"São Valentim do Sul";70384
"4357";"RS";4319737;"São Valério do Sul";68898
"4358";"RS";4319752;"São Vendelino";75184
"4359";"RS";4319802;"São Vicente do Sul";65382
"4360";"RS";4319901;"Sapiranga";79691
"4361";"RS";4320008;"Sapucaia do Sul";72288
"4362";"RS";4320107;"Sarandi";7291
"4363";"RS";4320206;"Seberi";71826
"4364";"RS";4320230;"Sede Nova";68953
"4365";"RS";4320263;"Segredo";73891
"4366";"RS";4320305;"Selbach";75615
"4367";"RS";4320321;"Senador Salgado Filho";72221
"4368";"RS";4320354;"Sentinela do Sul";67559
"4369";"RS";4320404;"Serafina Corrêa";74784
"4370";"RS";4320453;"Sério";71011
"4371";"RS";4320503;"Sertão";70381
"4372";"RS";4320552;"Sertão Santana";73557
"4373";"RS";4320578;"Sete de Setembro";66357
"4374";"RS";4320602;"Severiano de Almeida";79851
"4375";"RS";4320651;"Silveira Martins";68405
"4376";"RS";4320677;"Sinimbu";69129
"4377";"RS";4320701;"Sobradinho";72426
"4378";"RS";4320800;"Soledade";71509
"4379";"RS";4320859;"Tabaí";71359
"4380";"RS";4320909;"Tapejara";77603
"4381";"RS";4321006;"Tapera";71382
"4382";"RS";4321105;"Tapes";71054
"4383";"RS";4321204;"Taquara";7386
"4384";"RS";4321303;"Taquari";71042
"4385";"RS";4321329;"Taquaruçu do Sul";73449
"4386";"RS";4321352;"Tavares";68853
"4387";"RS";4321402;"Tenente Portela";69648
"4388";"RS";4321436;"Terra de Areia";61979
"4389";"RS";4321451;"Teutônia";76126
"4390";"RS";4321469;"Tio Hugo";NA
"4391";"RS";4321477;"Tiradentes do Sul";67568
"4392";"RS";4321493;"Toropi";65308
"4393";"RS";4321501;"Torres";72508
"4394";"RS";4321600;"Tramandaí";64639
"4395";"RS";4321626;"Travesseiro";73733
"4396";"RS";4321634;"Três Arroios";76668
"4397";"RS";4321667;"Três Cachoeiras";76061
"4398";"RS";4321709;"Três Coroas";81081
"4399";"RS";4321808;"Três de Maio";75046
"4400";"RS";4321832;"Três Forquilhas";6692
"4401";"RS";4321857;"Três Palmeiras";69828
"4402";"RS";4321907;"Três Passos";71987
"4403";"RS";4321956;"Trindade do Sul";6167
"4404";"RS";4322004;"Triunfo";68048
"4405";"RS";4322103;"Tucunduva";73745
"4406";"RS";4322152;"Tunas";7111
"4407";"RS";4322186;"Tupanci do Sul";67547
"4408";"RS";4322202;"Tupanciretã";71218
"4409";"RS";4322251;"Tupandi";77626
"4410";"RS";4322301;"Tuparendi";72193
"4411";"RS";4322327;"Turuçu";70359
"4412";"RS";4322343;"Ubiretama";74536
"4413";"RS";4322350;"União da Serra";76486
"4414";"RS";4322376;"Unistalda";62063
"4415";"RS";4322400;"Uruguaiana";74218
"4416";"RS";4322509;"Vacaria";71881
"4417";"RS";4322525;"Vale Verde";62167
"4418";"RS";4322533;"Vale do Sol";75255
"4419";"RS";4322541;"Vale Real";78987
"4420";"RS";4322558;"Vanini";72392
"4421";"RS";4322608;"Venâncio Aires";71544
"4422";"RS";4322707;"Vera Cruz";71116
"4423";"RS";4322806;"Veranópolis";73731
"4424";"RS";4322855;"Vespasiano Correa";76495
"4425";"RS";4322905;"Viadutos";75679
"4426";"RS";4323002;"Viamão";71108
"4427";"RS";4323101;"Vicente Dutra";72351
"4428";"RS";4323200;"Victor Graeff";65322
"4429";"RS";4323309;"Vila Flores";75753
"4430";"RS";4323358;"Vila Lângaro";76796
"4431";"RS";4323408;"Vila Maria";76813
"4432";"RS";4323457;"Vila Nova do Sul";60968
"4433";"RS";4323507;"Vista Alegre";75012
"4434";"RS";4323606;"Vista Alegre do Prata";74582
"4435";"RS";4323705;"Vista Gaúcha";75043
"4436";"RS";4323754;"Vitória das Missões";64313
"4437";"RS";4323770;"Westfalia";NA
"4438";"RS";4323804;"Xangri-lá";76694
"4439";"RS";4399919;"Santa Cristina do Pinhal";NA
"4440";"RS";4399929;"Santa Izabel";NA
"4441";"SC";4200051;"Abdon Batista";72048
"4442";"SC";4200101;"Abelardo Luz";59661
"4443";"SC";4200200;"Agrolândia";7689
"4444";"SC";4200309;"Agronômica";77321
"4445";"SC";4200408;"Água Doce";69582
"4446";"SC";4200507;"Águas de Chapecó";74698
"4447";"SC";4200556;"Águas Frias";73498
"4448";"SC";4200606;"Águas Mornas";69152
"4449";"SC";4200705;"Alfredo Wagner";796
"4450";"SC";4200754;"Alto Bela Vista";74067
"4451";"SC";4200804;"Anchieta";77279
"4452";"SC";4200903;"Angelina";67605
"4453";"SC";4201000;"Anita Garibaldi";60687
"4454";"SC";4201109;"Anitápolis";70052
"4455";"SC";4201208;"Antônio Carlos";77454
"4456";"SC";4201257;"Apiúna";66213
"4457";"SC";4201273;"Arabutã";76542
"4458";"SC";4201307;"Araquari";76372
"4459";"SC";4201406;"Araranguá";73005
"4460";"SC";4201505;"Armazém";69642
"4461";"SC";4201604;"Arroio Trinta";73459
"4462";"SC";4201653;"Arvoredo";73611
"4463";"SC";4201703;"Ascurra";76479
"4464";"SC";4201802;"Atalanta";73012
"4465";"SC";4201901;"Aurora";79014
"4466";"SC";4201950;"Balneário Arroio do Silva";65557
"4467";"SC";4202008;"Balneário Camboriú";70581
"4468";"SC";4202057;"Balneário Barra do Sul";65323
"4469";"SC";4202073;"Balneário Gaivota";65487
"4470";"SC";4202081;"Bandeirante";74786
"4471";"SC";4202099;"Barra Bonita";7671
"4472";"SC";4202107;"Barra Velha";67993
"4473";"SC";4202131;"Bela Vista do Toldo";70097
"4474";"SC";4202156;"Belmonte";79837
"4475";"SC";4202206;"Benedito Novo";71378
"4476";"SC";4202305;"Biguaçu";76896
"4477";"SC";4202404;"Blumenau";75383
"4478";"SC";4202438;"Bocaina do Sul";55977
"4479";"SC";4202453;"Bombinhas";76968
"4480";"SC";4202503;"Bom Jardim da Serra";67357
"4481";"SC";4202537;"Bom Jesus";68674
"4482";"SC";4202578;"Bom Jesus do Oeste";70837
"4483";"SC";4202602;"Bom Retiro";75955
"4484";"SC";4202701;"Botuverá";72985
"4485";"SC";4202800;"Braço do Norte";80611
"4486";"SC";4202859;"Braço do Trombudo";73761
"4487";"SC";4202875;"Brunópolis";65401
"4488";"SC";4202909;"Brusque";77894
"4489";"SC";4203006;"Caçador";72716
"4490";"SC";4203105;"Caibi";6962
"4491";"SC";4203154;"Calmon";68376
"4492";"SC";4203204;"Camboriú";77453
"4493";"SC";4203253;"Capão Alto";57174
"4494";"SC";4203303;"Campo Alegre";71489
"4495";"SC";4203402;"Campo Belo do Sul";58588
"4496";"SC";4203501;"Campo Erê";63593
"4497";"SC";4203600;"Campos Novos";7121
"4498";"SC";4203709;"Canelinha";77326
"4499";"SC";4203808;"Canoinhas";71705
"4500";"SC";4203907;"Capinzal";75168
"4501";"SC";4203956;"Capivari de Baixo";70852
"4502";"SC";4204004;"Catanduvas";70264
"4503";"SC";4204103;"Caxambu do Sul";7073
"4504";"SC";4204152;"Celso Ramos";68942
"4505";"SC";4204178;"Cerro Negro";42083
"4506";"SC";4204194;"Chapadão do Lageado";80976
"4507";"SC";4204202;"Chapecó";76942
"4508";"SC";4204251;"Cocal do Sul";73705
"4509";"SC";4204301;"Concórdia";75045
"4510";"SC";4204350;"Cordilheira Alta";75146
"4511";"SC";4204400;"Coronel Freitas";69779
"4512";"SC";4204459;"Coronel Martins";70521
"4513";"SC";4204509;"Corupá";7523
"4514";"SC";4204558;"Correia Pinto";64706
"4515";"SC";4204608;"Criciúma";73615
"4516";"SC";4204707;"Cunha Porã";70522
"4517";"SC";4204756;"Cunhataí";78841
"4518";"SC";4204806;"Curitibanos";69786
"4519";"SC";4204905;"Descanso";76341
"4520";"SC";4205001;"Dionísio Cerqueira";74387
"4521";"SC";4205100;"Dona Emma";73918
"4522";"SC";4205159;"Doutor Pedrinho";73846
"4523";"SC";4205175;"Entre Rios";4944
"4524";"SC";4205191;"Ermo";72866
"4525";"SC";4205209;"Erval Velho";66518
"4526";"SC";4205308;"Faxinal dos Guedes";78686
"4527";"SC";4205357;"Flor do Sertão";69882
"4528";"SC";4205407;"Florianópolis";68871
"4529";"SC";4205431;"Formosa do Sul";68053
"4530";"SC";4205456;"Forquilhinha";75432
"4531";"SC";4205506;"Fraiburgo";6832
"4532";"SC";4205555;"Frei Rogério";75716
"4533";"SC";4205605;"Galvão";7037
"4534";"SC";4205704;"Garopaba";68123
"4535";"SC";4205803;"Garuva";77624
"4536";"SC";4205902;"Gaspar";79236
"4537";"SC";4206009;"Governador Celso Ramos";73494
"4538";"SC";4206108;"Grão Pará";79993
"4539";"SC";4206207;"Gravatal";71093
"4540";"SC";4206306;"Guabiruba";78604
"4541";"SC";4206405;"Guaraciaba";78389
"4542";"SC";4206504;"Guaramirim";76775
"4543";"SC";4206603;"Guarujá do Sul";72336
"4544";"SC";4206652;"Guatambú";67431
"4545";"SC";4206702;"Herval d'Oeste";73089
"4546";"SC";4206751;"Ibiam";63808
"4547";"SC";4206801;"Ibicaré";69556
"4548";"SC";4206900;"Ibirama";71368
"4549";"SC";4207007;"Içara";70829
"4550";"SC";4207106;"Ilhota";7555
"4551";"SC";4207205;"Imaruí";56626
"4552";"SC";4207304;"Imbituba";64338
"4553";"SC";4207403;"Imbuia";80522
"4554";"SC";4207502;"Indaial";75181
"4555";"SC";4207577;"Iomerê";7071
"4556";"SC";4207601;"Ipira";73092
"4557";"SC";4207650;"Iporã do Oeste";78282
"4558";"SC";4207684;"Ipuaçu";60265
"4559";"SC";4207700;"Ipumirim";77888
"4560";"SC";4207759;"Iraceminha";7542
"4561";"SC";4207809;"Irani";76008
"4562";"SC";4207858;"Irati";71256
"4563";"SC";4207908;"Irineópolis";74669
"4564";"SC";4208005;"Itá";72446
"4565";"SC";4208104;"Itaiópolis";71979
"4566";"SC";4208203;"Itajaí";72038
"4567";"SC";4208302;"Itapema";72006
"4568";"SC";4208401;"Itapiranga";79388
"4569";"SC";4208450;"Itapoá";69853
"4570";"SC";4208500;"Ituporanga";78476
"4571";"SC";4208609;"Jaborá";74296
"4572";"SC";4208708;"Jacinto Machado";75005
"4573";"SC";4208807;"Jaguaruna";7199
"4574";"SC";4208906;"Jaraguá do Sul";77387
"4575";"SC";4208955;"Jardinópolis";75794
"4576";"SC";4209003;"Joaçaba";70873
"4577";"SC";4209102;"Joinville";73441
"4578";"SC";4209151;"José Boiteux";70929
"4579";"SC";4209177;"Jupiá";63971
"4580";"SC";4209201;"Lacerdópolis";77942
"4581";"SC";4209300;"Lages";71009
"4582";"SC";4209409;"Laguna";58942
"4583";"SC";4209458;"Lajeado Grande";73908
"4584";"SC";4209508;"Laurentino";78141
"4585";"SC";4209607;"Lauro Muller";6549
"4586";"SC";4209706;"Lebon Régis";69258
"4587";"SC";4209805;"Leoberto Leal";76985
"4588";"SC";4209854;"Lindóia do Sul";78167
"4589";"SC";4209904;"Lontras";71506
"4590";"SC";4210001;"Luiz Alves";80451
"4591";"SC";4210035;"Luzerna";74329
"4592";"SC";4210050;"Macieira";68745
"4593";"SC";4210100;"Mafra";671
"4594";"SC";4210209;"Major Gercino";74225
"4595";"SC";4210308;"Major Vieira";62957
"4596";"SC";4210407;"Maracajá";72284
"4597";"SC";4210506;"Maravilha";74544
"4598";"SC";4210555;"Marema";71477
"4599";"SC";4210605;"Massaranduba";76192
"4600";"SC";4210704;"Matos Costa";69032
"4601";"SC";4210803;"Meleiro";7305
"4602";"SC";4210852;"Mirim Doce";66739
"4603";"SC";4210902;"Modelo";75464
"4604";"SC";4211009;"Mondaí";71959
"4605";"SC";4211058;"Monte Carlo";75153
"4606";"SC";4211108;"Monte Castelo";57181
"4607";"SC";4211207;"Morro da Fumaça";8212
"4608";"SC";4211256;"Morro Grande";73404
"4609";"SC";4211306;"Navegantes";735
"4610";"SC";4211405;"Nova Erechim";73175
"4611";"SC";4211454;"Nova Itaberaba";72844
"4612";"SC";4211504;"Nova Trento";78941
"4613";"SC";4211603;"Nova Veneza";77673
"4614";"SC";4211652;"Novo Horizonte";7499
"4615";"SC";4211702;"Orleans";74201
"4616";"SC";4211751;"Otacílio Costa";69748
"4617";"SC";4211801;"Ouro";76993
"4618";"SC";4211850;"Ouro Verde";734
"4619";"SC";4211876;"Paial";73477
"4620";"SC";4211892;"Painel";59033
"4621";"SC";4211900;"Palhoça";76229
"4622";"SC";4212007;"Palma Sola";75388
"4623";"SC";4212056;"Palmeira";62497
"4624";"SC";4212106;"Palmitos";74176
"4625";"SC";4212205;"Papanduva";72049
"4626";"SC";4212239;"Paraíso";7792
"4627";"SC";4212254;"Passo de Torres";68653
"4628";"SC";4212270;"Passos Maia";69951
"4629";"SC";4212304;"Paulo Lopes";73288
"4630";"SC";4212403;"Pedras Grandes";68326
"4631";"SC";4212502;"Penha";65995
"4632";"SC";4212601;"Peritiba";7647
"4633";"SC";4212650;"Pescaria Brava";NA
"4634";"SC";4212700;"Petrolândia";78143
"4635";"SC";4212809;"Piçarras";74131
"4636";"SC";4212908;"Pinhalzinho";74241
"4637";"SC";4213005;"Pinheiro Preto";76265
"4638";"SC";4213104;"Piratuba";7498
"4639";"SC";4213153;"Planalto Alegre";67029
"4640";"SC";4213203;"Pomerode";73665
"4641";"SC";4213302;"Ponte Alta";63172
"4642";"SC";4213351;"Ponte Alta do Norte";67018
"4643";"SC";4213401;"Ponte Serrada";74595
"4644";"SC";4213500;"Porto Belo";72138
"4645";"SC";4213609;"Porto União";69116
"4646";"SC";4213708;"Pouso Redondo";63648
"4647";"SC";4213807;"Praia Grande";71092
"4648";"SC";4213906;"Presidente Castelo Branco";80337
"4649";"SC";4214003;"Presidente Getúlio";76698
"4650";"SC";4214102;"Presidente Nereu";70431
"4651";"SC";4214151;"Princesa";74218
"4652";"SC";4214201;"Quilombo";74989
"4653";"SC";4214300;"Rancho Queimado";73111
"4654";"SC";4214409;"Rio das Antas";73257
"4655";"SC";4214508;"Rio do Campo";6635
"4656";"SC";4214607;"Rio do Oeste";76958
"4657";"SC";4214706;"Rio dos Cedros";7425
"4658";"SC";4214805;"Rio do Sul";72558
"4659";"SC";4214904;"Rio Fortuna";77298
"4660";"SC";4215000;"Rio Negrinho";74597
"4661";"SC";4215059;"Rio Rufino";63239
"4662";"SC";4215075;"Riqueza";70381
"4663";"SC";4215109;"Rodeio";75161
"4664";"SC";4215208;"Romelândia";78212
"4665";"SC";4215307;"Salete";73632
"4666";"SC";4215356;"Saltinho";63951
"4667";"SC";4215406;"Salto Veloso";76082
"4668";"SC";4215455;"Sangão";75558
"4669";"SC";4215505;"Santa Cecília";73536
"4670";"SC";4215554;"Santa Helena";79538
"4671";"SC";4215604;"Santa Rosa de Lima";52847
"4672";"SC";4215653;"Santa Rosa do Sul";73813
"4673";"SC";4215679;"Santa Terezinha";71669
"4674";"SC";4215687;"Santa Terezinha do Progresso";62156
"4675";"SC";4215695;"Santiago do Sul";71585
"4676";"SC";4215703;"Santo Amaro da Imperatriz";77954
"4677";"SC";4215752;"São Bernardino";72692
"4678";"SC";4215802;"São Bento do Sul";76541
"4679";"SC";4215901;"São Bonifácio";72024
"4680";"SC";4216008;"São Carlos";70957
"4681";"SC";4216057;"São Cristovão do Sul";69396
"4682";"SC";4216107;"São Domingos";75421
"4683";"SC";4216206;"São Francisco do Sul";66392
"4684";"SC";4216255;"São João do Oeste";8233
"4685";"SC";4216305;"São João Batista";79472
"4686";"SC";4216354;"São João do Itaperiú";7563
"4687";"SC";4216404;"São João do Sul";76752
"4688";"SC";4216503;"São Joaquim";71231
"4689";"SC";4216602;"São José";74681
"4690";"SC";4216701;"São José do Cedro";80417
"4691";"SC";4216800;"São José do Cerrito";59817
"4692";"SC";4216909;"São Lourenço do Oeste";79642
